SampleID,Tissue,Treatment,Replicate,Sex,Age_weeks,Gene,Expression,QC_pass,BatchID
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Alb,1.4764,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Cyp2e1,1.8157,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Fabp1,1.775,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,G6pc,2.4383,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Apob,2.4519,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Hmgcr,2.0286,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Tat,1.8952,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Sds,2.1857,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Arg1,0.1755,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Pck1,1.9825,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Myh4,12.5218,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Actn2,11.0555,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Tnni2,11.7063,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Atp2a1,10.561,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Myl1,12.2529,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Myf5,10.3996,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Myod1,11.3325,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Ckm,10.3761,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Tnnc2,11.1638,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Tpm2,10.2362,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Hspa1a,6.0077,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Hsp90aa1,5.8023,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Dnajb1,6.8089,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Jun,6.37,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Fos,5.2332,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Nfkb1,5.5314,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Il6,5.3998,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Cxcl1,4.7293,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Ccl2,6.5132,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Tnf,5.0022,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Ppara,6.7509,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Pparg,5.6129,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Acaca,6.3142,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Fasn,8.3067,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Scd1,3.8057,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Cpt1a,5.3454,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Hadha,5.9088,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Acsl1,5.6367,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Pdk4,6.0167,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Lpl,4.5592,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene001,7.7964,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene002,4.6746,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene003,6.354,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene004,5.4144,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene005,2.8041,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene006,4.0811,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene007,5.9031,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene008,7.7861,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene009,4.7593,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene010,3.3392,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene011,3.9265,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene012,4.4263,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene013,4.7972,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene014,4.3425,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene015,3.497,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene016,3.4749,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene017,4.1616,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene018,6.652,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene019,6.6643,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene020,5.0418,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene021,3.1688,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene022,4.4185,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene023,2.1184,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene024,7.6106,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene025,3.7032,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene026,4.9945,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene027,6.6012,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene028,7.2289,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene029,6.3471,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene030,4.0925,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene031,6.0965,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene032,7.9801,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene033,3.808,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene034,3.3892,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene035,4.2768,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene036,5.8866,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene037,4.7379,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene038,4.866,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene039,6.0008,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene040,3.9824,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene041,5.0507,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene042,3.9565,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene043,8.0666,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene044,6.2093,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene045,4.9642,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene046,4.2795,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene047,7.794,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene048,7.2331,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene049,6.3986,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene050,4.9654,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene051,3.5731,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene052,3.8164,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene053,3.6153,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene054,6.7229,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene055,3.7295,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene056,4.1195,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene057,2.163,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene058,2.6312,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene059,6.004,True,Batch2
Mu_Con_M_Rep3,Muscle,Control,3,Male,10.8,Gene060,5.3165,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Actb,8.6089,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gapdh,7.9411,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Rplp0,7.6733,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,B2m,8.0766,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Hprt,8.1219,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Pgk1,8.1998,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Sdha,8.3183,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Tbp,8.2719,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Ywhaz,8.0362,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Eif4a2,7.7026,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Snap25,2.1618,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Syp,1.6594,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Map2,1.8955,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gfap,1.6211,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Mbp,3.7252,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Nestin,2.5155,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Camk2a,0.0451,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Tubb3,1.3469,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Nefl,1.9197,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Chrna4,2.2108,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Alb,2.2441,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Cyp2e1,2.0526,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Fabp1,2.7988,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,G6pc,2.8274,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Apob,2.4278,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Hmgcr,1.993,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Tat,1.0219,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Sds,0.544,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Arg1,3.3044,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Pck1,1.6017,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Myh4,10.6678,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Actn2,10.6889,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Tnni2,12.9351,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Atp2a1,10.6028,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Myl1,12.26,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Myf5,10.913,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Myod1,10.5755,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Ckm,10.1722,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Tnnc2,11.2641,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Tpm2,10.7982,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Hspa1a,5.2581,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Hsp90aa1,5.1534,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Dnajb1,6.0372,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Jun,4.5659,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Fos,6.5227,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Nfkb1,5.8689,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Il6,5.5901,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Cxcl1,6.2691,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Ccl2,,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Tnf,5.1771,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Ppara,5.6711,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Pparg,5.7127,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Acaca,4.7352,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Fasn,5.5538,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Scd1,5.5534,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Cpt1a,5.5588,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Hadha,5.1909,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Acsl1,6.7406,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Pdk4,6.3265,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Lpl,7.1895,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene001,2.3028,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene002,4.5195,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene003,4.1096,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene004,6.6792,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene005,5.0134,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene006,4.6609,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene007,2.908,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene008,3.926,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene009,3.1417,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene010,5.2303,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene011,7.0303,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene012,3.7469,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene013,4.6839,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene014,3.147,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene015,4.2666,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene016,5.5643,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene017,8.161,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene018,7.3038,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene019,8.1201,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene020,6.6387,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene021,4.6798,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene022,4.6796,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene023,3.8621,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene024,1.9842,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene025,4.806,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene026,7.2768,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene027,6.794,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene028,8.9222,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene029,5.7413,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene030,3.1605,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene031,6.6063,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene032,6.0003,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene033,7.479,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene034,7.2466,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene035,3.9629,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene036,3.4893,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene037,3.5536,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene038,3.6416,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene039,4.3093,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene040,4.5942,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene041,6.369,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene042,4.2216,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene043,5.2553,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene044,2.5417,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene045,3.8589,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene046,4.0706,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene047,2.1184,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene048,4.4465,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene049,2.636,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene050,4.2804,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene051,5.0293,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene052,7.3632,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene053,3.8177,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene054,5.5504,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene055,4.3296,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene056,5.5103,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene057,6.9954,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene058,4.7586,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene059,5.2334,True,Batch2
Mu_Con_F_Rep1,Muscle,Control,1,Female,9.5,Gene060,4.996,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Actb,7.4063,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gapdh,8.0323,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Rplp0,8.1612,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,B2m,8.4087,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Hprt,7.5294,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Pgk1,7.8297,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Sdha,8.5036,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Tbp,8.4362,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Ywhaz,8.7878,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Eif4a2,8.8506,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Snap25,1.9989,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Syp,3.3944,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Map2,2.9054,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gfap,2.4301,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Mbp,2.2995,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Nestin,3.079,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Camk2a,1.9123,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Tubb3,,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Nefl,2.4225,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Chrna4,1.7951,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Alb,2.0251,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Cyp2e1,2.2534,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Fabp1,1.5536,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,G6pc,3.0482,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Apob,2.1817,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Hmgcr,2.4946,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Tat,1.3936,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Sds,2.4901,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Arg1,0.8668,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Pck1,2.3351,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Myh4,11.6362,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Actn2,9.9393,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Tnni2,10.9774,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Atp2a1,,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Myl1,11.7653,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Myf5,10.8097,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Myod1,11.4382,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Ckm,11.6343,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Tnnc2,10.5115,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Tpm2,11.9893,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Hspa1a,4.7703,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Hsp90aa1,5.8121,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Dnajb1,5.2891,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Jun,6.5356,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Fos,4.7888,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Nfkb1,6.1097,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Il6,5.4463,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Cxcl1,5.2219,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Ccl2,6.0594,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Tnf,5.7204,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Ppara,6.4712,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Pparg,5.216,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Acaca,8.7614,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Fasn,5.1488,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Scd1,5.5447,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Cpt1a,5.6993,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Hadha,7.4573,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Acsl1,6.9089,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Pdk4,5.8279,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Lpl,7.0078,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gene001,7.9576,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gene002,5.3934,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gene003,4.8305,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gene004,4.9312,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gene005,4.4772,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gene006,5.2641,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gene007,6.0448,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gene008,3.4864,True,Batch2
Mu_Con_F_Rep2,Muscle,Control,2,Female,9.6,Gene009,4.7629,True,Batch2
